"5805,Ronald Reagan,29-Apr-88,43,53,4,1,1,1,1,Amending the Generalized System of Preferences,""Hong Kong, Korea, Singapore, Taiwan, Bahrain, Bermuda, Brunei Darussalam, and Nauru"",""-4,550.20"",3,1,1,1,4,3,2,Trade Act 1974,17,R,258,177,0,55,45,0,49.9099998474121,115.699996948242,116,116.5,117.099998474121,117.5,118,118.5,119,119.800003051758,120.199996948242,120.300003051758,120.5,4.09999990463257,5.69999980926514,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.30000019073486,5.3,5.5,""4,951.90"",""5,062.80"",""5,146.60"",""5,253.70"",""5,103.80"",4739.5,364.299987792969,""4,024.40"",322.399993896484,441,-118.599998474121,2,1,1,0,0,0,1,0,0,0,0,6.90999984741211,1,6.90999984741211,1,1";
"5832,Ronald Reagan,16-Jun-88,43,53,4,1,1,1,1,To Amend the Quantitative Limitations on Imports of Certain Cheese,Portugal and European Economic Community Countries,56.6,3,1,1,2,6,1,2,""Trade Agreements Act 1979, Agricultural Adjustment Act 1933"",6,R,258,177,0,55,45,0,50.5800018310547,115.699996948242,116,116.5,117.099998474121,117.5,118,118.5,119,119.800003051758,120.199996948242,120.300003051758,120.5,4.09999990463257,5.69999980926514,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.30000019073486,5.3,5.5,""4,951.90"",""5,062.80"",""5,146.60"",""5,253.70"",""5,103.80"",4739.5,364.299987792969,""4,024.40"",322.399993896484,441,-118.599998474121,2,0,1,1,1,0,0,1,0,0,1,7.57999992370606,1,7.58000183105469,1,1";
"5836,Ronald Reagan,28-Jun-88,43,53,4,1,1,1,1,Withdrawal of Nondiscriminatory Treatment for Products of Romania,Romania,"""",1,1,1,1,6,1,2,Trade Act 1974,13,R,258,177,0,55,45,0,50.5800018310547,115.699996948242,116,116.5,117.099998474121,117.5,118,118.5,119,119.800003051758,120.199996948242,120.300003051758,120.5,4.09999990463257,5.69999980926514,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.30000019073486,5.3,5.5,""4,951.90"",""5,062.80"",""5,146.60"",""5,253.70"",""5,103.80"",4739.5,364.299987792969,""4,024.40"",322.399993896484,441,-118.599998474121,2,1,1,0,0,0,0,1,0,0,1,7.57999992370606,1,7.58000183105469,1,1";
"5885,Ronald Reagan,20-Oct-88,42,42,16,1,1,1,1,Increase in the Rates of Duty for Certain Articles From Brazil,Brazil,-5027.9,1,1,1,1,6,1,2,Trade Act 1974,13,R,258,177,0,55,45,0,56.5900001525879,115.699996948242,116,116.5,117.099998474121,117.5,118,118.5,119,119.800003051758,120.199996948242,120.300003051758,120.5,4.09999990463257,5.69999980926514,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.30000019073486,5.3,5.5,""4,951.90"",""5,062.80"",""5,146.60"",""5,253.70"",""5,103.80"",4739.5,364.299987792969,""4,024.40"",322.399993896484,441,-118.599998474121,2,1,1,0,0,0,0,1,0,0,1,14.5900001525879,1,14.5900001525879,1,1";
"5909,Ronald Reagan,18-Nov-88,42,42,16,1,1,1,1,To Designate Guyana as a Beneficiary Country for Purposes of the Caribbean Basin Economic Recovery Act,Guyana,"""",1,1,1,2,6,1,2,""Caribbean Basin Economic Recovery Act, Trade Act 1074, and Omnibus Trade and Competitiveness Act 1988"",13,R,258,177,0,55,45,0,56.5900001525879,115.699996948242,116,116.5,117.099998474121,117.5,118,118.5,119,119.800003051758,120.199996948242,120.300003051758,120.5,4.09999990463257,5.69999980926514,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.30000019073486,5.3,5.5,""4,951.90"",""5,062.80"",""5,146.60"",""5,253.70"",""5,103.80"",4739.5,364.299987792969,""4,024.40"",322.399993896484,441,-118.599998474121,2,0,1,1,0,0,0,1,0,0,1,14.5900001525879,1,14.5900001525879,1,1";
"5908,Ronald Reagan,18-Nov-88,42,42,16,1,1,1,1,To Amend the Quantitative Limitations on Imports of Certain Cheeses,Uruguay,"""",1,1,1,2,6,1,2,Trade Agreements Act of 1979 and Trade Act 1974,6,R,258,177,0,55,45,0,56.5900001525879,115.699996948242,116,116.5,117.099998474121,117.5,118,118.5,119,119.800003051758,120.199996948242,120.300003051758,120.5,4.09999990463257,5.69999980926514,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.30000019073486,5.3,5.5,""4,951.90"",""5,062.80"",""5,146.60"",""5,253.70"",""5,103.80"",4739.5,364.299987792969,""4,024.40"",322.399993896484,441,-118.599998474121,2,0,1,1,1,0,0,1,0,0,1,14.5900001525879,1,14.5900001525879,1,1";
"5911,Ronald Reagan,19-Nov-88,42,42,16,1,1,1,1,To Implement Changes to the Harmonized Tariff Schedule of the United States,""Bahrain, Bermuda, Brunei Darussalam, Nauru, Hong Kong, Korea, Panama, Singapore, and Taiwan"",23.7,3,1,1,2,6,1,2,Trade Act 1974,13,R,258,177,0,55,45,0,56.5900001525879,115.699996948242,116,116.5,117.099998474121,117.5,118,118.5,119,119.800003051758,120.199996948242,120.300003051758,120.5,4.09999990463257,5.69999980926514,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.30000019073486,5.3,5.5,""4,951.90"",""5,062.80"",""5,146.60"",""5,253.70"",""5,103.80"",4739.5,364.299987792969,""4,024.40"",322.399993896484,441,-118.599998474121,2,0,1,1,0,0,0,1,0,0,1,14.5900001525879,1,14.5900001525879,1,1";
"5923,Ronald Reagan,14-Dec-88,42,47,11,1,1,1,1,To Implement the United States-Canada Free-Trade Agreement,Canada,-9776,1,2,3,2,3,4,2,""US-Canada Free-trade Agreement Implementation Act 1988, Omnibus Trade and Competitiveness Act 1988, and the Trade Act 1974"",13,R,258,177,0,55,45,0,56.5900001525879,115.699996948242,116,116.5,117.099998474121,117.5,118,118.5,119,119.800003051758,120.199996948242,120.300003051758,120.5,4.09999990463257,5.69999980926514,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.30000019073486,5.3,5.5,""4,951.90"",""5,062.80"",""5,146.60"",""5,253.70"",""5,103.80"",4739.5,364.299987792969,""4,024.40"",322.399993896484,441,-118.599998474121,2,0,0,1,0,0,1,0,0,1,0,14.5900001525879,1,14.5900001525879,1,1";
"5924,Ronald Reagan,21-Dec-88,42,47,11,1,1,1,1,""To Complete Implementation of the United States-European Community Agreement on Citrus and Pasta, and for Other Purposes"",European Community Countries,"""",3,2,3,2,7,1,2,""Omnibus Trade Act 1988, Technical and Miscellaneous Revenue Act 1988, Trade Act 1974, Title 3 Sections 301 & 302"",6,R,258,177,0,55,45,0,56.5900001525879,115.699996948242,116,116.5,117.099998474121,117.5,118,118.5,119,119.800003051758,120.199996948242,120.300003051758,120.5,4.09999990463257,5.69999980926514,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.30000019073486,5.3,5.5,""4,951.90"",""5,062.80"",""5,146.60"",""5,253.70"",""5,103.80"",4739.5,364.299987792969,""4,024.40"",322.399993896484,441,-118.599998474121,2,0,0,1,1,0,0,1,0,0,0,14.5900001525879,1,14.5900001525879,1,1";
"5925,Ronald Reagan,21-Dec-88,42,47,11,1,1,1,1,To Modify the Import Relief on Western Red Cedar Shakes and Shingles,None Listed,"""",2,1,1,2,6,1,2,Trade Act 1974,17,R,258,177,0,55,45,0,56.5900001525879,115.699996948242,116,116.5,117.099998474121,117.5,118,118.5,119,119.800003051758,120.199996948242,120.300003051758,120.5,4.09999990463257,5.69999980926514,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.59999990463257,5.40000009536743,5.40000009536743,5.30000019073486,5.3,5.5,""4,951.90"",""5,062.80"",""5,146.60"",""5,253.70"",""5,103.80"",4739.5,364.299987792969,""4,024.40"",322.399993896484,441,-118.599998474121,2,0,1,1,0,0,0,1,0,0,1,14.5900001525879,1,14.5900001525879,1,1";
"6313,George H.W. Bush,9-Jul-91,32,53,15,0,0,0,0,To Modify Temporarily the Import Quota on Peanuts,None Listed,"""",2,1,1,1,7,1,2,""Agricultural Adjustment Act 1933, Trade Act 1974"",6,R,267,167,0,56,44,0,71.8899993896484,134.600006103516,134.800003051758,135,135.199996948242,135.600006103516,136,136.199996948242,136.600006103516,137.199996948242,137.399993896484,137.800003051758,137.899993896484,4.19999980926514,6.40000009536743,6.59999990463257,6.80000019073486,6.69999980926514,6.90000009536743,6.90000009536743,6.80000019073486,6.90000009536743,6.90000009536743,7,7,7.3,6.90000009536743,""5,888.00"",""5,964.30"",""6,035.60"",""6,095.80"",""5,995.90"",5803.10009765625,192.800003051758,""5,932.40"",421.700012207031,488.5,-66.8000030517578,2.6,1,1,0,1,0,0,1,0,0,0,39.8899993896484,1,39.8899993896484,1,1";
"6320,George H.W. Bush,2-Aug-91,30,57,13,0,0,0,0,Agreement on Trade Relations Between the United States of America and the Union of Soviet Socialist Republics,USSR,848.1,1,2,3,2,3,4,2,Trade Act 1974,13,R,267,167,0,56,44,0,70.6500015258789,134.600006103516,134.800003051758,135,135.199996948242,135.600006103516,136,136.199996948242,136.600006103516,137.199996948242,137.399993896484,137.800003051758,137.899993896484,4.19999980926514,6.40000009536743,6.59999990463257,6.80000019073486,6.69999980926514,6.90000009536743,6.90000009536743,6.80000019073486,6.90000009536743,6.90000009536743,7,7,7.3,6.90000009536743,""5,888.00"",""5,964.30"",""6,035.60"",""6,095.80"",""5,995.90"",5803.10009765625,192.800003051758,""5,932.40"",421.700012207031,488.5,-66.8000030517578,2.6,0,0,1,0,0,1,0,0,1,0,40.6500015258789,1,40.6500015258789,1,1";
"6343,George H.W. Bush,28-Sep-91,27,57,16,0,0,0,0,""To Implement an Accelerated Schedule of Duty Elimination Under the United States-Canada Free-Trade Agreement, to Make Technical and Conforming Changes to the Harmonized Tariff Schedule of the United States, and for Other Purposes"",""Canada, Puerto Rico, Israel, Germany"",-5914.1,3,2,3,2,3,4,2,""Trade Act 1974, CBERA, Israel Act 1985, Compact of Free Association Act 1985, US-Canada Free Trade Agreement Implementation Act 1988, and the Customs and Trade Act 1990"",13,R,267,167,0,56,44,0,66.120002746582,134.600006103516,134.800003051758,135,135.199996948242,135.600006103516,136,136.199996948242,136.600006103516,137.199996948242,137.399993896484,137.800003051758,137.899993896484,4.19999980926514,6.40000009536743,6.59999990463257,6.80000019073486,6.69999980926514,6.90000009536743,6.90000009536743,6.80000019073486,6.90000009536743,6.90000009536743,7,7,7.3,6.90000009536743,""5,888.00"",""5,964.30"",""6,035.60"",""6,095.80"",""5,995.90"",5803.10009765625,192.800003051758,""5,932.40"",421.700012207031,488.5,-66.8000030517578,2.6,0,0,1,0,0,1,0,0,1,0,39.1199989318848,1,39.120002746582,1,1";
"6352,George H.W. Bush,9-Oct-91,27,57,16,0,0,0,0,Agreement on Trade Relations Between the United States of America and the Union of Soviet Socialist Republics,USSR,848.1,1,2,3,2,3,4,2,Trade Act 1974,13,R,267,167,0,56,44,0,65.8600006103516,134.600006103516,134.800003051758,135,135.199996948242,135.600006103516,136,136.199996948242,136.600006103516,137.199996948242,137.399993896484,137.800003051758,137.899993896484,4.19999980926514,6.40000009536743,6.59999990463257,6.80000019073486,6.69999980926514,6.90000009536743,6.90000009536743,6.80000019073486,6.90000009536743,6.90000009536743,7,7,7.3,6.90000009536743,""5,888.00"",""5,964.30"",""6,035.60"",""6,095.80"",""5,995.90"",5803.10009765625,192.800003051758,""5,932.40"",421.700012207031,488.5,-66.8000030517578,2.6,0,0,1,0,0,1,0,0,1,0,38.8600006103516,1,38.8600006103516,1,1";
"6388,George H.W. Bush,4-Dec-91,21,71,8,0,0,0,0,To Amend the Generalized System of Preferences,Bulgaria,6.2,1,1,1,2,4,4,2,Trade Act 1974,13,R,267,167,0,56,44,0,51.6599998474121,134.600006103516,134.800003051758,135,135.199996948242,135.600006103516,136,136.199996948242,136.600006103516,137.199996948242,137.399993896484,137.800003051758,137.899993896484,4.19999980926514,6.40000009536743,6.59999990463257,6.80000019073486,6.69999980926514,6.90000009536743,6.90000009536743,6.80000019073486,6.90000009536743,6.90000009536743,7,7,7.3,6.90000009536743,""5,888.00"",""5,964.30"",""6,035.60"",""6,095.80"",""5,995.90"",5803.10009765625,192.800003051758,""5,932.40"",421.700012207031,488.5,-66.8000030517578,2.6,0,1,1,0,0,1,0,0,0,0,30.6599998474121,1,30.6599998474121,1,1";
"6389,George H.W. Bush,5-Dec-91,21,71,8,0,0,0,0,To Amend the Generalized System of Preferences,Yugoslavia,-58.5,1,1,1,2,4,4,2,Trade Act 1974,13,R,267,167,0,56,44,0,51.6599998474121,134.600006103516,134.800003051758,135,135.199996948242,135.600006103516,136,136.199996948242,136.600006103516,137.199996948242,137.399993896484,137.800003051758,137.899993896484,4.19999980926514,6.40000009536743,6.59999990463257,6.80000019073486,6.69999980926514,6.90000009536743,6.90000009536743,6.80000019073486,6.90000009536743,6.90000009536743,7,7,7.3,6.90000009536743,""5,888.00"",""5,964.30"",""6,035.60"",""6,095.80"",""5,995.90"",5803.10009765625,192.800003051758,""5,932.40"",421.700012207031,488.5,-66.8000030517578,2.6,0,1,1,0,0,1,0,0,0,0,30.6599998474121,1,30.6599998474121,1,1";
"6543,William Clinton,9-Apr-93,17,75,8,0,0,0,0,To Extend Special Rules of Origin Applicable to Certain Textile Articles Woven or Knitted in Canada,Canada,-10772.2,1,2,3,2,7,4,2,""US-Canada Free-trade Agreement Implementation Act 1988, and Trade Act 1974"",17,D,258,176,1,57,43,1,54.9599990844727,142.600006103516,143.100006103516,143.600006103516,144,144.199996948242,144.399993896484,144.399993896484,144.800003051758,145.100006103516,145.699996948242,145.800003051758,145.800003051758,3,7.30000019073486,7.09999990463257,7,7.09999990463257,7.09999990463257,7,6.90000009536743,6.80000019073486,6.69999980926514,6.80000019073486,6.59999990463257,6.5,6.90000009536743,""6,542.70"",""6,612.10"",""6,674.60"",""6,800.20"",""6,657.40"",6337.7001953125,319.700012207031,""6,560.00"",465.100006103516,580.700012207031,-115.599998474121,2.4,0,0,1,0,0,1,0,0,0,0,37.9599990844727,1,37.9599990844727,1,1";
"6544,William Clinton,13-Apr-93,17,75,8,0,0,0,0,""To Modify Duty-Free Treatment Under the Andean Trade Preference Act, to Modify the Generalized System of Preferences, and for Other Purposes"","""","""",1,1,3,2,3,4,1,"""",13,D,258,176,1,57,43,1,54.9599990844727,142.600006103516,143.100006103516,143.600006103516,144,144.199996948242,144.399993896484,144.399993896484,144.800003051758,145.100006103516,145.699996948242,145.800003051758,145.800003051758,3,7.30000019073486,7.09999990463257,7,7.09999990463257,7.09999990463257,7,6.90000009536743,6.80000019073486,6.69999980926514,6.80000019073486,6.59999990463257,6.5,6.90000009536743,""6,542.70"",""6,612.10"",""6,674.60"",""6,800.20"",""6,657.40"",6337.7001953125,319.700012207031,""6,560.00"",465.100006103516,580.700012207031,-115.599998474121,2.4,0,1,1,0,0,1,0,0,1,0,37.9599990844727,1,37.9599990844727,1,1";
"6575,William Clinton,25-Jun-93,24,65,11,0,0,0,0,To Modify Duty-Free Treatment Under the Generalized System of Preferences and for Other Purposes,""Mauritania, Albania"",13.3,3,1,1,2,4,4,2,Trade Act 1974,17,D,258,176,1,57,43,1,39.5200004577637,142.600006103516,143.100006103516,143.600006103516,144,144.199996948242,144.399993896484,144.399993896484,144.800003051758,145.100006103516,145.699996948242,145.800003051758,145.800003051758,3,7.30000019073486,7.09999990463257,7,7.09999990463257,7.09999990463257,7,6.90000009536743,6.80000019073486,6.69999980926514,6.80000019073486,6.59999990463257,6.5,6.90000009536743,""6,542.70"",""6,612.10"",""6,674.60"",""6,800.20"",""6,657.40"",6337.7001953125,319.700012207031,""6,560.00"",465.100006103516,580.700012207031,-115.599998474121,2.4,0,1,1,0,0,1,0,0,0,0,15.5200004577637,1,15.5200004577637,1,1";
"6577,William Clinton,2-Jul-93,24,65,11,0,0,0,0,Agreement on Trade Relations Between United States of American and Romania,Romania,254.3,1,2,3,2,3,4,2,Trade Act 1974,13,D,258,176,1,57,43,1,49.0099983215332,142.600006103516,143.100006103516,143.600006103516,144,144.199996948242,144.399993896484,144.399993896484,144.800003051758,145.100006103516,145.699996948242,145.800003051758,145.800003051758,3,7.30000019073486,7.09999990463257,7,7.09999990463257,7.09999990463257,7,6.90000009536743,6.80000019073486,6.69999980926514,6.80000019073486,6.59999990463257,6.5,6.90000009536743,""6,542.70"",""6,612.10"",""6,674.60"",""6,800.20"",""6,657.40"",6337.7001953125,319.700012207031,""6,560.00"",465.100006103516,580.700012207031,-115.599998474121,2.4,0,0,1,0,0,1,0,0,1,0,25.0100002288818,1,25.0099983215332,1,1";
"6579,William Clinton,4-Jul-93,24,65,11,0,0,0,0,To Implement an Accelerated Tariff Schedule of Duty Elimination and to modify Rules of Origin Under the United States-Canada Free-Trade Agreement,Canada,-10772.2,1,2,3,2,7,4,2,""US-Canada Free Trade Agreement Implementation Act 1988, and Trade Act 1974"",17,D,258,176,1,57,43,1,49.0099983215332,142.600006103516,143.100006103516,143.600006103516,144,144.199996948242,144.399993896484,144.399993896484,144.800003051758,145.100006103516,145.699996948242,145.800003051758,145.800003051758,3,7.30000019073486,7.09999990463257,7,7.09999990463257,7.09999990463257,7,6.90000009536743,6.80000019073486,6.69999980926514,6.80000019073486,6.59999990463257,6.5,6.90000009536743,""6,542.70"",""6,612.10"",""6,674.60"",""6,800.20"",""6,657.40"",6337.7001953125,319.700012207031,""6,560.00"",465.100006103516,580.700012207031,-115.599998474121,2.4,0,0,1,0,0,1,0,0,0,0,25.0100002288818,1,25.0099983215332,1,1";
"6585,William Clinton,11-Aug-93,21,68,11,0,0,0,0,To Designate Peru as a Beneficiary Country for Purposes of the Andean Trade Preference Act,"""","""",1,1,3,2,3,6,1,"""",13,D,258,176,1,57,43,1,43.7799987792969,142.600006103516,143.100006103516,143.600006103516,144,144.199996948242,144.399993896484,144.399993896484,144.800003051758,145.100006103516,145.699996948242,145.800003051758,145.800003051758,3,7.30000019073486,7.09999990463257,7,7.09999990463257,7.09999990463257,7,6.90000009536743,6.80000019073486,6.69999980926514,6.80000019073486,6.59999990463257,6.5,6.90000009536743,""6,542.70"",""6,612.10"",""6,674.60"",""6,800.20"",""6,657.40"",6337.7001953125,319.700012207031,""6,560.00"",465.100006103516,580.700012207031,-115.599998474121,2.4,0,1,1,0,0,0,0,0,1,0,22.7800006866455,1,22.7799987792969,1,1";
"6599,William Clinton,30-Sep-93,23,64,13,0,0,0,0,To Amend the Generalized System of Preferences,"""","""",,,,,,,,"""",,D,258,176,1,57,43,1,56.6599998474121,142.600006103516,143.100006103516,143.600006103516,144,144.199996948242,144.399993896484,144.399993896484,144.800003051758,145.100006103516,145.699996948242,145.800003051758,145.800003051758,3,7.30000019073486,7.09999990463257,7,7.09999990463257,7.09999990463257,7,6.90000009536743,6.80000019073486,6.69999980926514,6.80000019073486,6.59999990463257,6.5,6.90000009536743,""6,542.70"",""6,612.10"",""6,674.60"",""6,800.20"",""6,657.40"",6337.7001953125,319.700012207031,""6,560.00"",465.100006103516,580.700012207031,-115.599998474121,2.4,0,0,0,0,0,0,0,0,0,0,33.6599998474121,1,33.6599998474121,1,1";
"6635,William Clinton,9-Dec-93,27,60,13,0,0,0,0,To Amend the Generalized System of Preferences,Kyrgystan,16.4,1,1,1,2,4,4,2,Trade Act 1974,13,D,258,176,1,57,43,1,52.3899993896484,142.600006103516,143.100006103516,143.600006103516,144,144.199996948242,144.399993896484,144.399993896484,144.800003051758,145.100006103516,145.699996948242,145.800003051758,145.800003051758,3,7.30000019073486,7.09999990463257,7,7.09999990463257,7.09999990463257,7,6.90000009536743,6.80000019073486,6.69999980926514,6.80000019073486,6.59999990463257,6.5,6.90000009536743,""6,542.70"",""6,612.10"",""6,674.60"",""6,800.20"",""6,657.40"",6337.7001953125,319.700012207031,""6,560.00"",465.100006103516,580.700012207031,-115.599998474121,2.4,0,1,1,0,0,1,0,0,0,0,25.3899993896484,1,25.3899993896484,1,1";
"6641,William Clinton,15-Dec-93,27,60,13,0,0,0,0,To Implement the North American Free Trade Agreement and for Other Purposes,""Canada, Mexico, Israel"",-10772.2,3,2,3,2,4,4,2,""NAFTA Implementation Act 1992, Trade Act 1974, Automotive Products Trade Act 1965, and Omnibus 1988"",17,D,258,176,1,57,43,1,47.810001373291,142.600006103516,143.100006103516,143.600006103516,144,144.199996948242,144.399993896484,144.399993896484,144.800003051758,145.100006103516,145.699996948242,145.800003051758,145.800003051758,3,7.30000019073486,7.09999990463257,7,7.09999990463257,7.09999990463257,7,6.90000009536743,6.80000019073486,6.69999980926514,6.80000019073486,6.59999990463257,6.5,6.90000009536743,""6,542.70"",""6,612.10"",""6,674.60"",""6,800.20"",""6,657.40"",6337.7001953125,319.700012207031,""6,560.00"",465.100006103516,580.700012207031,-115.599998474121,2.4,0,0,1,0,0,1,0,0,0,0,20.8099994659424,1,20.810001373291,1,1";
"6640,William Clinton,15-Dec-93,27,60,13,0,0,0,0,Modification of Import Limitations on Certain Dairy Products,None Listed,"""",2,1,1,2,7,1,2,""Agricultural Adjustment Act 1933, Trade Act 1974"",6,D,258,176,1,57,43,1,47.810001373291,142.600006103516,143.100006103516,143.600006103516,144,144.199996948242,144.399993896484,144.399993896484,144.800003051758,145.100006103516,145.699996948242,145.800003051758,145.800003051758,3,7.30000019073486,7.09999990463257,7,7.09999990463257,7.09999990463257,7,6.90000009536743,6.80000019073486,6.69999980926514,6.80000019073486,6.59999990463257,6.5,6.90000009536743,""6,542.70"",""6,612.10"",""6,674.60"",""6,800.20"",""6,657.40"",6337.7001953125,319.700012207031,""6,560.00"",465.100006103516,580.700012207031,-115.599998474121,2.4,0,1,1,1,0,0,1,0,0,0,20.8099994659424,1,20.810001373291,1,1";
"6650,William Clinton,16-Feb-94,30,58,12,0,0,0,1,To Amend the Generalized System of Preferences and for Other Purposes,""Kazakhstan, Romania"",67.8,3,1,1,2,4,4,2,Trade Act 1974,13,D,258,176,1,57,43,1,53.4500007629395,146.199996948242,146.699996948242,147.199996948242,147.399993896484,147.5,148,148.399993896484,149,149.399993896484,149.5,149.699996948242,149.699996948242,2.59999990463257,6.59999990463257,6.59999990463257,6.5,6.40000009536743,6.09999990463257,6.09999990463257,6.09999990463257,6,5.90000009536743,5.80000019073486,5.59999990463257,5.5,6.09999990463257,""6,911.00"",""7,030.60"",""7,115.10"",""7,232.20"",""7,072.20"",6657.39990234375,414.799987792969,""6,922.40"",512.599975585938,663.299987792969,-150.699996948242,3.5,0,1,1,0,0,1,0,0,0,0,23.4500007629395,1,23.4500007629395,1,1";
"6655,William Clinton,3-Mar-94,28,66,6,0,0,0,1,To Amend the Generalized System of Preferences,Ukraine,-143,1,1,1,2,4,4,2,Trade Act 1974,13,D,258,176,1,57,43,1,50.2099990844727,146.199996948242,146.699996948242,147.199996948242,147.399993896484,147.5,148,148.399993896484,149,149.399993896484,149.5,149.699996948242,149.699996948242,2.59999990463257,6.59999990463257,6.59999990463257,6.5,6.40000009536743,6.09999990463257,6.09999990463257,6.09999990463257,6,5.90000009536743,5.80000019073486,5.59999990463257,5.5,6.09999990463257,""6,911.00"",""7,030.60"",""7,115.10"",""7,232.20"",""7,072.20"",6657.39990234375,414.799987792969,""6,922.40"",512.599975585938,663.299987792969,-150.699996948242,3.5,0,1,1,0,0,1,0,0,0,0,22.2099990844727,1,22.2099990844727,1,1";
"6676,William Clinton,21-Apr-94,28,66,6,0,0,0,1,To Amend the Generalized System of Preferences,South Africa,141.7,1,1,1,2,4,4,2,Trade Act 1974,13,D,258,176,1,57,43,1,48.7700004577637,146.199996948242,146.699996948242,147.199996948242,147.399993896484,147.5,148,148.399993896484,149,149.399993896484,149.5,149.699996948242,149.699996948242,2.59999990463257,6.59999990463257,6.59999990463257,6.5,6.40000009536743,6.09999990463257,6.09999990463257,6.09999990463257,6,5.90000009536743,5.80000019073486,5.59999990463257,5.5,6.09999990463257,""6,911.00"",""7,030.60"",""7,115.10"",""7,232.20"",""7,072.20"",6657.39990234375,414.799987792969,""6,922.40"",512.599975585938,663.299987792969,-150.699996948242,3.5,0,1,1,0,0,1,0,0,0,0,20.7700004577637,1,20.7700004577637,1,1";
"6704,William Clinton,30-Jun-94,27,66,8,0,0,0,1,To Modify Duty-Free Treatment Under the Generalized System of Preferences and for Other Purposes,""India, Canada, Mexico, and other designated beneficiary developing countries"",""-3,015.80"",3,1,1,2,4,1,2,Trade Act 1974,13,D,258,176,1,57,43,1,43.2999992370605,146.199996948242,146.699996948242,147.199996948242,147.399993896484,147.5,148,148.399993896484,149,149.399993896484,149.5,149.699996948242,149.699996948242,2.59999990463257,6.59999990463257,6.59999990463257,6.5,6.40000009536743,6.09999990463257,6.09999990463257,6.09999990463257,6,5.90000009536743,5.80000019073486,5.59999990463257,5.5,6.09999990463257,""6,911.00"",""7,030.60"",""7,115.10"",""7,232.20"",""7,072.20"",6657.39990234375,414.799987792969,""6,922.40"",512.599975585938,663.299987792969,-150.699996948242,3.5,0,1,1,0,0,0,1,0,0,0,16.2999992370605,1,16.2999992370605,1,1";
"6714,William Clinton,17-Aug-94,22,67,11,0,0,0,1,To Amend the Generalized System of Preferences,Belarus and Uzbekistan,-7.1,3,1,1,2,4,4,2,Trade Act 1974,13,D,258,176,1,57,43,1,42.3699989318848,146.199996948242,146.699996948242,147.199996948242,147.399993896484,147.5,148,148.399993896484,149,149.399993896484,149.5,149.699996948242,149.699996948242,2.59999990463257,6.59999990463257,6.59999990463257,6.5,6.40000009536743,6.09999990463257,6.09999990463257,6.09999990463257,6,5.90000009536743,5.80000019073486,5.59999990463257,5.5,6.09999990463257,""6,911.00"",""7,030.60"",""7,115.10"",""7,232.20"",""7,072.20"",6657.39990234375,414.799987792969,""6,922.40"",512.599975585938,663.299987792969,-150.699996948242,3.5,0,1,1,0,0,1,0,0,0,0,20.3700008392334,1,20.3699989318848,1,1";
"6740,William Clinton,13-Oct-94,21,73,6,0,0,0,1,To Establish Tariff-Rate Quotas on Certain Wheat,None Listed,"""",2,1,1,1,7,1,2,""Agricultural Adjustment Act 1933, Trade Act 1974"",3,D,258,176,1,57,43,1,42.4799995422363,146.199996948242,146.699996948242,147.199996948242,147.399993896484,147.5,148,148.399993896484,149,149.399993896484,149.5,149.699996948242,149.699996948242,2.59999990463257,6.59999990463257,6.59999990463257,6.5,6.40000009536743,6.09999990463257,6.09999990463257,6.09999990463257,6,5.90000009536743,5.80000019073486,5.59999990463257,5.5,6.09999990463257,""6,911.00"",""7,030.60"",""7,115.10"",""7,232.20"",""7,072.20"",6657.39990234375,414.799987792969,""6,922.40"",512.599975585938,663.299987792969,-150.699996948242,3.5,1,1,0,1,0,0,1,0,0,0,21.4799995422363,1,21.4799995422363,1,1";
